Text,Language
"Модель Википедии позволяет редактировать её статьи всем желающим и полагается на большую группу благонамеренных редакторов в преодолении проблем, вызванных сомнительными редакторами.",Russian
"Она основана и на принципе, согласно которому подавляющее большинство участников Википедии предполагает добрые намерения.",Russian
Модели редактирования Википедии свойственна возможность добавления низкокачественной информации.,Russian
"Возможность анонимного редактирования может быть не только большим благом для проекта, но и источником некоторого вреда.",Russian
Википедия может подвергаться воздействию вандалов.,Russian
"Вандализм в Википедии — явно вредительское добавление, удаление или изменение содержания, совершённое умышленно в целях скомпрометировать достоверность и авторитетность энциклопедии.",Russian
"В основном вандализм проявляется в замене содержимого статей Википедии на ругательства, граффити, заведомо ложные данные или другое содержимое, абсолютно не имеющее отношения к теме статьи.",Russian
В случаях множественного вандализма к некоторым страницам Википедии может быть применена защита.,Russian
"Являясь общедоступным интернет-справочником, Википедия также содержит материалы, которые другие участники Википедии могут признать нежелательными, оскорбительными или порнографическими[72][73].",Russian
"Например, в 2008 году Википедия отклонила массовое онлайн-обращение против включения изображения Мухаммеда в её английский раздел, сославшись на свою редакционную политику.",Russian
"Наличие в Википедии материалов, «неудобных» с политической точки зрения, также побудило КНР заблокировать доступ к части Википедии для китайских пользователей[74] (см.",Russian
также Блокирование Википедии британской организацией Internet Watch Foundation).,Russian
"Один из основателей Википедии Ларри Сэнгер, который является и одним из её самых жёстких критиков, в 2015 году заявил, что для него Википедия стала разочарованием, поскольку она была захвачена троллями и участниками, чей антиэлитаризм поставил крест на достоверности статей.",Russian
"По словам Сэнгера, Википедия напоминает «психбольницу, управление которой осуществляют сумасшедшие»[28].",Russian
"Техническое функционирование Википедии обеспечивает «Фонд Викимедиа» — некоммерческая организация, которая также поддерживает работу ряда других вики-проектов и осуществляет их финансирование.",Russian
"Фонд также владеет торговой маркой «Wikipedia», но в содержание энциклопедии и в деятельность добровольцев, создающих энциклопедию, практически никак не вмешивается.",Russian
"Фонд, поддерживаемые им проекты и глобальное сообщество добровольных редакторов образуют Движение Викимедиа.",Russian
В разных странах созданы региональные организации (т. н.,Russian
"«Отделения Викимедиа») и местные ассоциации википедистов, которые также участвуют в продвижении, развитии и финансировании проекта.",Russian
"Функционирование Википедии зависит от MediaWiki — программного механизма для веб-сайтов, работающих по технологии «вики».",Russian
"MediaWiki написан на PHP и для хранения данных использует реляционную базу данных (можно использовать MySQL, PostgreSQL, SQLite) и поддерживает использование программ memcached и Squid[75].",Russian
"MediaWiki предоставляет интерфейс для работы с базой страниц, разграничение прав доступа к администрированию системы, возможность обработки текста как в собственном формате, так и в форматах HTML и TeX (для формул), возможность загрузки изображений и других файлов, а также другие возможности.",Russian
Гибкая система расширений позволяет пользователям добавлять собственные новые возможности и программные интерфейсы.,Russian
"MediaWiki лицензирован под GNU General Public License и используется всеми проектами Викимедиа, а также многими другими вики-проектами.",Russian
"Первоначально Википедия работала на UseModWiki, написанном на Perl Клиффордом Адамсом («Фаза I»), который первоначально требовал CamelCase для указания ссылок на статьи; используемый стиль двойных скобок был включён позже.",Russian
С января 2002 года («Фаза II») Википедия начала работать на PHP-викидвижке с базой данных MySQL; это ПО было сделано на заказ для Википедии Магнусом Манске.,Russian
ПО «Фазы II» было неоднократно модифицировано с учётом экспоненциально растущего спроса.,Russian
"В июле 2002 года («Фаза III») Википедия перешла на третье поколение программного обеспечения, движок MediaWiki, первоначально написанный Даниэлем Ли Крокером.",Russian
"Википедия в настоящее время работает на выделенных кластерах серверов Linux (в основном Ubuntu[76][77]), с несколькими машинами OpenSolaris для ZFS.",Russian
"Вики-проекты Фонда Викимедиа, самым крупным из которых является Википедия, по состоянию на март 2013 года поддерживались работой нескольких кластеров, состоящих из 974 серверов[78].",Russian
"Википедия работала на одном сервере до 2004 года, когда настройка сервера была расширена в распределённую многоуровневую архитектуру.",Russian
"В январе 2005 года проект работал на 39 выделенных серверах, расположенных в штате Флорида.",Russian
"Эта конфигурация включала в себя один главный сервер баз данных с запущенным MySQL, несколько подчинённых серверов баз данных, 21 веб-сервер с запущенным Apache HTTP Server и 7 серверов кэша Squid.",Russian
"Википедия получает от 25 000 до 60 000 запросов страниц в секунду, в зависимости от времени суток[79].",Russian
Запрос страницы сначала передаётся внешнему уровню кэширующих серверов Squid[80].,Russian
"Запросы, которые не могут быть обслужены кэшем Squid, направляются на балансирующие нагрузку сервера с запущенным ПО Linux Virtual Server, который, в свою очередь, передаёт запрос на один из веб-серверов Apache для рендеринга (перевода в HTML) страниц из базы данных.",Russian
"Веб-сервера доставляют страницы по запросу, выполняя рендеринг страницы для всех языковых разделов Википедии.",Russian
"Для увеличения скорости в дальнейшем, переведённые в HTML страницы некоторое время хранятся в распределённом кэше в памяти.",Russian
Это позволяет пропустить процесс рендеринга страницы для наиболее часто запрашиваемых статей.,Russian
"Большая часть текстового содержания Википедии доступна в соответствии с лицензиями Creative Commons Attribution Share-Alike (CC-BY-SA) и GNU Free Documentation License (GFDL) — копилефт-лицензиями, разрешающими дальнейшее распространение, создание производных работ, а также коммерческое использование содержания, в то время как авторы сохраняют своё авторское право на свои работы.",Russian
"Часть текстов доступна только под лицензией CC-BY-SA, о чём должна иметься пометка в самой статье, на её странице обсуждения или в истории правок[82].",Russian
"Положение о том, что Википедия — это просто услуга размещения этих текстов, было успешно использовано в качестве защиты в суде[83][84].",Russian
"Изначально использовалась только лицензия GFDL, однако позднее был осуществлён переход на лицензию CC-BY-SA, так как GFDL, первоначально предназначенная для руководств к программному обеспечению, сложно использовать для онлайн-справочников[85].",Russian
"3 ноября 2008 года в ответ на просьбу Фонда Викимедиа Free Software Foundation (FSF) выпустила новую версию FDL, разработанную специально для того, чтобы позволить Википедии перелицензировать её материалы под CC-BY-SA до 1 августа 2009 года.",Russian
"Википедия и её братские проекты провели широкий референдум в сообществе относительно того, стоит ли перейти на другую лицензию[86][87].",Russian
В результате переход был осуществлён.,Russian
Обработка мультимедийных файлов (например файлов изображений) различна в разных языковых версиях.,Russian
"Некоторые языковые разделы (например английская Википедия) включают несвободные файлы в соответствии с доктриной добросовестного использования, в то время как другие предпочли не делать этого.",Russian
"Это происходит отчасти из-за разницы в законах об авторском праве в разных странах, например, понятие добросовестного использования не существует в японском авторском праве.",Russian
"Медиафайлы, доступные в соответствии с лицензиями свободного содержания (например CC-BY-SA от Creative Commons), распределяются между языковыми версиями Викисклада (англ.",Russian
"Wikimedia Commons) — общего централизованного хранилища мультимедийных файлов, включаемых в страницы проектов Фонда Викимедиа.",Russian
Несколько языковых версий опубликовали подборку статей Википедии в версии на оптических дисках.,Russian
"Английская версия, 2006 Wikipedia CD Selection, содержала около 2000 статей.",Russian
"Ещё одна английская версия[88], разработанная Linterweb, содержит «1988+ статей»[89][90].",Russian
Польская версия содержит около 240 000 статей[91].,Russian
Существует также несколько немецких версий[92].,Russian
Первое издание немецкой Википедии было выпущено на CD в декабре 2004 года и стоило 3 €[93].,Russian
Было разослано около 40 тысяч дисков.,Russian
"Второе издание вышло в апреле 2005 года как на CD, так и на DVD.",Russian
"Диск содержал 205 тысяч статей и 10 тысяч изображений, находящихся в общественном достоянии.",Russian
"Directmedia продала 30 тысяч дисков по 9,90 евро каждый.",Russian
В декабре того же года появилось третье издание.,Russian
"В него вошли DVD 300 тысяч статей и 100 тысяч изображений) и книга объёмом 139 страниц, в которой рассказывалось, что такое Википедия, а также излагались её история и основные правила.",Russian
"Диск и книга были изданы компанией Zenodot Verlagsgesellschaft mbH и продавались по той же цене, что и предыдущее издание.",Russian
Диск можно было бесплатно скачать в Интернете.,Russian
"В январе 2006 года Zenodot анонсировала выпуск печатного издания Википедии в 100 томах, по 800 страниц каждый.",Russian
Последний том планировалось выпустить в 2010 году.,Russian
"Позже было объявлено, что проект заморожен[94].",Russian
В декабре 2006 года был создан обновлённый образ диска.,Russian
"DVD не издавался, но доступен для скачивания с сайта dvd.wikimedia.org.",Russian
"DVD-диск с английской Википедией, содержащий 1964 статьи по основным темам, был выпущен в сотрудничестве с компанией Linterweb в январе 2007 года и обозначен как версия 0.5.",Russian
"В качестве оболочки использовалась среда Kiwix, программное обеспечение с открытым исходным кодом, специально написанное для данного издания.",Russian
В данный момент ведётся подготовка версий 0.7 и 1.0.,Russian
Последним на данный момент[когда?],Russian
был издан DVD польского раздела.,Russian
Его выпустило издательство Helion в конце июля 2007 года.,Russian
"Работа над изданием велась более года, на основе дампа от 4 июня 2006 года.",Russian
"База статей, имевшихся на тот момент, была скопирована на отдельный сервер, и их дорабатывали 13 оплачиваемых редакторов и около 20 добровольцев.",Russian
В итоге на диск вошло около 239 тыс.,Russian
статей и 59 тыс.,Russian
изображений.,Russian
Стоимость диска на момент выпуска составляла 39 злотых[95][96].,Russian
В 2009 году художник Роб Мэттьюс (англ.,Russian
Rob Matthews) распечатал избранные статьи английского раздела Википедии на 5000 страниц и сшил их в книгу с твёрдым переплётом.,Russian
Как он написал в пояснении к этому проекту: Воспроизведение Википедии в ущербной физической форме помогает легче ставить под сомнение разумность её использования.,Russian
В 2010 году английский писатель Джеймс Брайдл (англ.,Russian
"James Bridle) выпустил в единственном экземпляре двенадцатитомное издание объёмом 7000 страниц, озаглавленное «Иракская война: Историография изменений в Википедии», в котором отображена каждая правка в англоязычной статье про Иракскую войну с декабря 2004 года по ноябрь 2009 года[98].",Russian
"В дополнение к логистическому росту количества статей[99], Википедия неуклонно приобретала статус общего справочного сайта с момента её создания в 2001 году[100].",Russian
"На май 2018 года, согласно Alexa, Википедия занимала 5-е место среди самых посещаемых сайтов в мире[101], в Рунете — 9-е место[102].",Russian
В первой десятке Википедия является единственным некоммерческим сайтом.,Russian
Рост Википедии был вызван её доминирующей позицией в результатах поиска Google[103].,Russian
"Около 50 % трафика с поисковых систем в Википедию пришло с Google[104], большая часть этого трафика связана с научными исследованиями[105].",Russian
"В апреле 2007 года проектом Pew Internet & American Life Project было установлено, что треть американских интернет-пользователей консультируются с Википедией[106].",Russian
"По оценкам на октябрь 2006 года, сайт имел гипотетическую рыночную стоимость в 580 млн долларов, если бы он запустил рекламу.",Russian
"Википедия используется в образовательном процессе[107], научных исследованиях, книгах, конференциях, при отправлении правосудия[108][109], а также в работе различных министерств и ведомств.",Russian
"Так, сайт Парламента Канады ссылался на статью Википедии об однополых браках в разделе «Ссылки по теме» в списке «читать далее».",Russian
"Утверждения энциклопедии всё чаще используются в качестве источника такими организациями, как Федеральный суд США и Всемирная организация интеллектуальной собственности[110][неавторитетный источник] — хотя в основном в качестве поддерживающей информации, а не информации, имеющей решающее значение для дела[111].",Russian
Содержание Википедии было цитировано в качестве источника и ссылки в некоторых докладах Разведывательного ведомства США[112].,Russian
"В 2013 году венгерские учёные показали, что с помощью Википедии можно предсказывать популярность и кассовые сборы фильмов, ещё не вышедших в прокат[113][114].",Russian
"Википедия была также использована в качестве источника в журналистике[115], иногда без указания авторства, а также несколько журналистов были уволены за плагиат из Википедии[116][117][118].",Russian
В июле 2007 года Википедии был посвящён 30-минутный документальный фильм на BBC Radio 4[119].,Russian
"Он утверждал, что количество ссылок на Википедию в популярной культуре таково, что этот термин является одним из группы избранных существительных XXI века, которые так узнаваемы (Google, Facebook, YouTube), что они больше не нуждаются в объяснениях и находятся на одном уровне с такими терминами XX века, как Hoovering или Coke.",Russian
"Существует много пародий на открытость Википедии с персонажами, вандализирующими или изменяющими статьи онлайн-энциклопедии.",Russian
Комик Стивен Колберт пародировал Википедию или ссылался на Википедию в многочисленных эпизодах его шоу The Colbert Report и придумал соответствующий термин «wikiality»[120].,Russian
"Помимо выполнения функции энциклопедического справочника, Википедия стала главным объектом внимания СМИ как сетевой источник последних новостей[121][122].",Russian
"Когда популярный американский еженедельник Time признал некоего абстрактного представителя миллионов вкладчиков пользовательского контента в различные сайты, носящего обобщённое имя «ты», «Человеком года — 2006», тем самым отмечая ускоряющийся успех онлайн-сотрудничества и взаимодействия миллионов интернет-пользователей по всему миру, Википедия была наиболее часто упоминающимся проектом Веб 2.0, за которым следовали проекты YouTube и MySpace[123].",Russian
Википедия также создала формы воздействия на средства массовой информации (СМИ).,Russian
"Некоторые СМИ высмеивают восприимчивость Википедии к вставкам неточностей — например, статья на первой странице в The Onion в июле 2006 года под названием «„Википедия“ празднует 750 лет американской независимости»[124].",Russian
"Другие могут опираться на утверждение Википедии о том, что любой может править, — например «The Negotiation», эпизод сериала «Офис», где персонаж Майкл Скотт заявил: «„Википедия“ — лучшая вещь на свете.",Russian
"Любой в мире может написать всё, что хочет, по любому предмету; таким образом вы знаете, что получаете лучшую возможную информацию».",Russian
"Пародируются также правила Википедии, например, в комиксе xkcd «Wikipedian Protester».",Russian
"Первый документальный фильм о Википедии, озаглавленный «Истина в цифрах: Рассказ о Википедии», был выпущен в 2010 году.",Russian
28 сентября 2007 года итальянский политик Франко Гриллини инициировал парламентский запрос с министром культурных ресурсов и деятельности о необходимости свободы панорамы.,Russian
"Он сказал, что отсутствие такой свободы заставило Википедию, «седьмой сайт, с которым больше всего консультируются», запретить все изображения современных итальянских зданий и искусства, и заявил, что этим был нанесён очень серьёзный ущерб туристической отрасли.",Russian
"16 сентября 2007 года The Washington Post сообщила о том, что Википедия стала координационным центром избирательной кампании в США в 2008 году, заявив: «Введите имя кандидата в Google, и среди первых результатов будет страница Википедии, что делает эти статьи, возможно, такими же важными, как любое объявление в определении кандидата.",Russian
"В настоящее время уже президентские статьи редактируются, расчленяются и обсуждаются бесчисленное множество раз каждый день»[125].",Russian
"В октябре 2007 года статья Reuters, озаглавленная «Страница Википедии — последний символ статуса», сообщила о том, как наличие статьи в Википедии подтверждает статус знаменитости[126].",Russian
Википедия выиграла две крупные награды в мае 2004 года[127].,Russian
Первой была Золотая Ника цифрового сообщества на ежегодном конкурсе Prix Ars Electronica; она была получена вместе с грантом 10 000 € (6588 £; 12 700 $) и предоставлением приглашения присутствовать на PAE Cyberarts Festival в Австрии позднее в том же году.,Russian
Второй была судейская награда Webby в категории «сообщество»[128].,Russian
Википедия была также номинирована на «Лучшую практику» Webby.,Russian
"26 января 2007 года Википедия была также признана четвёртым высшим брендом в рейтинге читателей brandchannel.com, получив 15 % голосов в ответ на вопрос: «Какая марка имела наибольшее влияние на нашу жизнь в 2006 году?»[129].",Russian
"В сентябре 2008 года Википедия получила награду «Квадрига» A Mission of Enlightenment от Werkstatt Deutschland вместе с Борисом Тадичем, Eckart Höfling и Питером Габриэлем.",Russian
Награда была вручена Джимми Уэйлсу Дэвидом Вайнбергером[130].,Russian
"Википедия многократно получала российскую государственную Премию Рунета в нескольких номинациях, прежде всего как «научно-образовательный сайт года» в экспертных голосованиях и как лидер массовых онлайн-голосований («народная десятка»).",Russian
"Хотя Википедия позиционирует себя как вторичный источник информации[131], 2009 и 2018 годы были отмечены использованием материалов из Википедии как с атрибутированием к источникам[132], так и без ссылки[133].",Russian
"27 января 2013 года в «Циркуляре малых планет» была сделана запись, согласно которой «Астероид 274301», открытый украинскими астрономами 25 августа 2008 года, был назван «274301 Wikipedia»[134].",Russian
"Открытие было сделано в «Андрушёвской астрономической обсерватории», находящейся в Житомирской области[134].",Russian
22 октября 2014 года в польском городе Слубице был открыт первый в мире памятник Википедии[135].,Russian
В декабре 2021 года на аукционе Christie’s в Нью-Йорке за 750 тысяч долларов была продана первая запись в Википедии в виде NFT.,Russian
"Фраза «Hello, World!» была написана Джимми Уэйлсом 15 января 2001 года.",Russian
"iMac Уэйлса, с которого он сделал эту запись, был продан за 187,5 тысяч долларов[136].",Russian
Время от времени некоторые страны закрывают или угрожают закрыть доступ к Википедии.,Russian
В том числе: В 2017 году учёными из Массачусетского технологического института (MIT) и Питтсбургского университета было проведено исследование об использовании ссылок на статьи из «Википедии» в научных работах.,Russian
"Исследовательский коллектив из Массачусетского технологического института и университета Питтсбурга установил прямую корреляцию между наличием информации в Википедии и вероятностью того, что учёные будут использовать её при работе над научными статьями и монографиями[139].",Russian
"По словам авторов, его результаты свидетельствуют о том, что публикация научных знаний в доступных источниках является экономически эффективным способом продвижения науки, что особенно полезно для тех, кто не имеет доступа к традиционным источникам научной информации[140].",Russian
"Фонд Викимедиа, компания-владелец и организатор Википедии, поддерживает и другие проекты по созданию свободных публикаций в Интернете: Комментарии Источники Машинное обучение (англ.",Russian
"machine learning, ML) — класс методов искусственного интеллекта, характерной чертой которых является не прямое решение задачи, а обучение за счёт применения решений множества сходных задач.",Russian
"Для построения таких методов используются средства математической статистики, численных методов, математического анализа, методов оптимизации, теории вероятностей, теории графов, различные техники работы с данными в цифровой форме.",Russian
"Различают два типа обучения: Дедуктивное обучение принято относить к области экспертных систем, поэтому термины машинное обучение и обучение по прецедентам можно считать синонимами.",Russian
Многие методы индуктивного обучения разрабатывались как альтернатива классическим статистическим подходам.,Russian
Многие методы тесно связаны с извлечением информации (англ.,Russian
"information extraction, information retrieval), интеллектуальным анализом данных (data mining).",Russian
"Имеется множество объектов (ситуаций) и множество возможных ответов (откликов, реакций).",Russian
"Существует некоторая зависимость между ответами и объектами, но она неизвестна.",Russian
"Известна только конечная совокупность прецедентов — пар «объект, ответ», называемая обучающей выборкой.",Russian
"На основе этих данных требуется восстановить неявную зависимость, то есть построить алгоритм, способный для любого возможного входного объекта выдать достаточно точный классифицирующий ответ.",Russian
"Эта зависимость не обязательно выражается аналитически, и здесь нейросети реализуют принцип эмпирически формируемого решения.",Russian
"Важной особенностью при этом является способность обучаемой системы к обобщению, то есть к адекватному отклику на данные, выходящие за пределы имеющейся обучающей выборки.",Russian
Для измерения точности ответов вводится оценочный функционал качества.,Russian
Данная постановка является обобщением классических задач аппроксимации функций.,Russian
В классических задачах аппроксимации объектами являются действительные числа или векторы.,Russian
"В реальных прикладных задачах входные данные об объектах могут быть неполными, неточными, нечисловыми, разнородными.",Russian
Эти особенности приводят к большому разнообразию методов машинного обучения.,Russian
"Раздел машинного обучения, с одной стороны, образовался в результате разделения науки о нейросетях на методы обучения сетей и виды топологий их архитектуры, с другой стороны — вобрал в себя методы математической статистики[a].",Russian
"Указанные ниже способы машинного обучения основаны на применении нейросетей, хотя существуют и другие методы, основанные на обучающей выборке — например, дискриминантный анализ, оперирующий обобщённой дисперсией и ковариацией наблюдаемой статистики, или байесовские классификаторы.",Russian
"Базовые виды нейросетей, такие как перцептрон и многослойный перцептрон (а также их модификации), могут обучаться как с учителем, так и без учителя, с подкреплением и самоорганизацией.",Russian
Но некоторые нейросети и большинство статистических методов можно отнести только к одному из способов обучения.,Russian
"Поэтому, если нужно классифицировать методы машинного обучения в зависимости от способа обучения, то будет некорректным относить нейросети к определенному виду, правильнее было бы типизировать алгоритмы обучения нейронных сетей.",Russian
Целью машинного обучения является частичная или полная автоматизация решения сложных профессиональных задач в самых разных областях человеческой деятельности.,Russian
Машинное обучение имеет широкий спектр приложений[источник не указан 4176 дней]: Сфера применений машинного обучения постоянно расширяется.,Russian
"Повсеместная информатизация приводит к накоплению огромных объёмов данных в науке, производстве, бизнесе, транспорте, здравоохранении.",Russian
"Возникающие при этом задачи прогнозирования, управления и принятия решений часто сводятся к обучению по прецедентам.",Russian
"Раньше, когда таких данных не было, эти задачи либо вообще не ставились, либо решались совершенно другими методами.",Russian
".мы все ищем быстрые способы научиться более свободно говорить по-английски, я знаю, я понимаю, что происходит: всего несколько слов крутятся в нашем мозгу, и нам нужно провести весь этот разговор, используя просто потрясающе круто или эпично, так как насчет нас выучите новые умные английские слова, которые можно использовать в повседневной жизни, и за несколько минут пополните свой словарный запас.",Russian
"Итак, сегодня мы собираемся выучить 10 новых умных слов, их значения, корневые слова и примеры предложений, так что давайте приступим, привет всем, и вы смотрите.",Russian
и в этом видео я дам вам 10 умных слов для повседневного использования и в конце этого видео.,Russian
"Я также дам вам умный совет, как правильно произносить умные слова.",Russian
"один затоплен заболоченный означает утопление или затопление, но затопленный часто используется в контексте работы, как я м завален работой, у меня слишком много работы, я был завален работой всю эту неделю, у меня едва было время дышать, теперь давайте посмотрим на корень этого слова.",Russian
"болото - это кусок заболоченного места, и если кто-то ступит на болото не в том месте, он может легко утонуть, а глагольная форма болота означает тонуть, поэтому вот как вы можете использовать это слово.",Russian
"допустим, у вас много заданий, и у вас приближается тест, и ваши друзья приходят к вам и говорят.",Russian
"эй, почему бы вам не пообщаться с нами, вы можете сказать им, что мне очень жаль, но я завален работой или я завален другими словами, которые вы можете использовать вместо заболоченного, у меня слишком много делать.",Russian
